Project ID,Project Name,Owner,City/State,Unit,Tenant,Tenant SF,Tenant Category,Original Category,Main Mix Group,Size Bucket,Is Grocery,Is Available,Is Anchor by SF,Explicit Anchor,0-10K Store,Manual Check Notes,TJ Address,PDF File,PDF Path,Site Plan Image Path
BRX040,Village Square Shopping Center,Brixmor,,7,Everythings Hair Limited,900,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,Village Square Shopping Center - Property Brochure.pdf,,
BRX040,Village Square Shopping Center,Brixmor,,8,Nail House,862,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,Village Square Shopping Center - Property Brochure.pdf,,
BRX040,Village Square Shopping Center,Brixmor,,10,Espresso Cafeto,872,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,Village Square Shopping Center - Property Brochure.pdf,,
TJ_BURLINGTON,Petco / Trader Joe’s center,Unknow,"Burlington, MA",1,Bob Discount Furniture,46605,Home Furnishing,Furnishings,Hard Goods,10k+,FALSE,FALSE,TRUE,0,0,Furnishings,51 Middlesex Turnpike,,,
TJ_BURLINGTON,Petco / Trader Joe’s center,Unknow,"Burlington, MA",2,Petco,12034,Pet Supply,Pet Stores + Supplies,Hard Goods,10k+,FALSE,FALSE,TRUE,0,0,Pet Stores + Supplies,51 Middlesex Turnpike,,,
TJ_BURLINGTON,Petco / Trader Joe’s center,Unknow,"Burlington, MA",3,Trader Joe’s,15267,Grocery,Grocery,Food,10k+,TRUE,FALSE,TRUE,0,0,,51 Middlesex Turnpike,,,
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",1,Trader Joe’s,,Grocery,Grocery,Food,,TRUE,FALSE,TRUE,1,0,,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",2,Talbots,,Apparel,Apparel,Soft Goods,,FALSE,FALSE,FALSE,0,0,,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",3,Staples,,Office Supply,Office & Tech,Hard Goods,,FALSE,FALSE,FALSE,0,0,Office & Tech,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",4,X-Golf,,Entertainment Retail,Entertainment,Hard Goods,,FALSE,FALSE,FALSE,0,0,Entertainment,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",5,J.Crew Factory,,Apparel,Apparel,Soft Goods,,FALSE,FALSE,FALSE,0,0,,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",6,Wonder,,Restaurant,QSR,Food,,FALSE,FALSE,FALSE,0,0,QSR,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_ACTON,Brookside Shops,Crosspoint Associates,"Acton, MA",7,NY Bagel Factory,,Restaurant,QSR,Food,,FALSE,FALSE,FALSE,0,0,QSR,"145 Great Road, Acton, MA 01720",,,site_plan_images/TJ_Acton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",1,Trader Joe’s,,Grocery,Grocery,Food,,TRUE,FALSE,TRUE,1,0,,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",2,Marshalls,,Discount Retail,Soft Goods / Discount Retail,Hard Goods,,FALSE,FALSE,FALSE,0,0,Soft Goods / Discount Retail,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",3,CVS Pharmacy,,Medical,Pharmacy,Service,,FALSE,FALSE,FALSE,0,0,Pharmacy,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",4,Chase Bank,,Financial,Financial Services,Service,,FALSE,FALSE,FALSE,0,0,Financial Services,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",5,Pure Barre,,Fitness,Fitness,Service,,FALSE,FALSE,FALSE,0,0,,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",6,Club Pilates,,Fitness,Fitness,Service,,FALSE,FALSE,FALSE,0,0,,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",7,Five Guys,,Restaurant,QSR,Food,,FALSE,FALSE,FALSE,0,0,QSR,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",8,Sweetgreen,,Restaurant,Fast Casual Restaurant,Food,,FALSE,FALSE,FALSE,0,0,Fast Casual Restaurant,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",9,Pressed Café,,Restaurant,Café,Food,,FALSE,FALSE,FALSE,0,0,Café,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",10,European Wax Center,,Personal Service,Personal Services,Service,,FALSE,FALSE,FALSE,0,0,Personal Services,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",11,Lux Bond & Green,,Apparel,Jewelry,Soft Goods,,FALSE,FALSE,FALSE,0,0,Jewelry,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",12,Restore Hyper Wellness,,Personal Service,Wellness,Service,,FALSE,FALSE,FALSE,0,0,Wellness,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",13,AT&T,,Telecom,Telecommunications,Service,,FALSE,FALSE,FALSE,0,0,Telecommunications,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",14,Hollywood Nails & Spa,,Personal Service,Personal Services,Service,,FALSE,FALSE,FALSE,0,0,Personal Services,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",15,Newton Centre Chiropractic,,Medical,Medical,Service,,FALSE,FALSE,FALSE,0,0,,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_NEWTON,Newton Nexus,Crosspoint Associates,"Newton, MA",16,Cambridge Savings Bank ATM,,Financial,Financial Services,Service,,FALSE,FALSE,FALSE,0,0,Financial Services,"165 Needham St, Newton, MA 02464 US",,,site_plan_images/TJ_Newton.png
TJ_CAMBRIDGE_FRESH_POND,Alewife Brook Parkway Shopping Center,Linear Retail Properties,"Cambridge, MA",1,Trader Joe’s,14000,Grocery,Grocery,Food,10k+,TRUE,FALSE,TRUE,1,0,,"211 Alewife Brook Pkwy, Cambridge, MA 02138",,,site_plan_images/TJ_Cambridge_Fresh_Pond.png
TJ_CAMBRIDGE_FRESH_POND,Alewife Brook Parkway Shopping Center,Linear Retail Properties,"Cambridge, MA",2,CVS Pharmacy,,Medical,Pharmacy,Service,,FALSE,FALSE,TRUE,1,0,Pharmacy,"211 Alewife Brook Pkwy, Cambridge, MA 02138",,,site_plan_images/TJ_Cambridge_Fresh_Pond.png
TJ_CAMBRIDGE_FRESH_POND,Alewife Brook Parkway Shopping Center,Linear Retail Properties,"Cambridge, MA",3,Chipotle,,Restaurant,QSR,Food,,FALSE,FALSE,FALSE,0,1,QSR,"211 Alewife Brook Pkwy, Cambridge, MA 02138",,,site_plan_images/TJ_Cambridge_Fresh_Pond.png
TJ_CAMBRIDGE_FRESH_POND,Alewife Brook Parkway Shopping Center,Linear Retail Properties,"Cambridge, MA",4,T-Mobile,,Telecom,Telecommunications,Service,,FALSE,FALSE,FALSE,0,1,Telecommunications,"211 Alewife Brook Pkwy, Cambridge, MA 02138",,,site_plan_images/TJ_Cambridge_Fresh_Pond.png
TJ_CAMBRIDGE_FRESH_POND,Alewife Brook Parkway Shopping Center,Linear Retail Properties,"Cambridge, MA",5,Sav-Mor Spirits,,Wine / Liquor,Liquor / Beverage Retail,Food,,FALSE,FALSE,FALSE,0,1,Liquor / Beverage Retail,"211 Alewife Brook Pkwy, Cambridge, MA 02138",,,site_plan_images/TJ_Cambridge_Fresh_Pond.png
TJ_CAMBRIDGE_FRESH_POND,Alewife Brook Parkway Shopping Center,Linear Retail Properties,"Cambridge, MA",6,Sleepy’s,,Home Furnishing,Furnishings / Mattress,Hard Goods,,FALSE,FALSE,FALSE,0,1,Furnishings / Mattress,"211 Alewife Brook Pkwy, Cambridge, MA 02138",,,site_plan_images/TJ_Cambridge_Fresh_Pond.png
TJ_FRAMINGHAM,Staples Plaza,The Hamilton Company,"Framingham, MA",1,Trader Joe’s,13024,Grocery,Grocery,Food,10k+,TRUE,FALSE,TRUE,1,0,,"659 Worcester Rd, Framingham, MA 01701",,,site_plan_images/TJ_Framingham.png
TJ_FRAMINGHAM,Staples Plaza,The Hamilton Company,"Framingham, MA",2,Studio Optics,1000,Medical,Medical / Optical,Service,0-3k,FALSE,FALSE,FALSE,0,1,Medical / Optical,"659 Worcester Rd, Framingham, MA 01701",,,site_plan_images/TJ_Framingham.png
TJ_FRAMINGHAM,Staples Plaza,The Hamilton Company,"Framingham, MA",3,99 Restaurant,4419,Restaurant,Restaurant,Food,3k-10k,FALSE,FALSE,FALSE,0,1,,"659 Worcester Rd, Framingham, MA 01701",,,site_plan_images/TJ_Framingham.png
TJ_FRAMINGHAM,Staples Plaza,The Hamilton Company,"Framingham, MA",4,Former Staples / Available Space,19857,Office Supply,Office & Tech / Vacant,Hard Goods,10k+,FALSE,TRUE,TRUE,0,0,Office & Tech / Vacant,"659 Worcester Rd, Framingham, MA 01701",,,site_plan_images/TJ_Framingham.png
TJ_HYANNIS,Christmas Tree Promenade / 655 Iyannough Rd Plaza,CTS FIDUCIARY LLC TR (c/o Turtle Rock LLC),"Hyannis, MA",1,Trader Joe’s,12845,Grocery,Grocery,Food,10k+,TRUE,FALSE,TRUE,1,0,,"655 Iyannough Road Rt 132, Unit 4-A, Hyannis, MA 02601",,,site_plan_images/TJ_Hyannis.png
TJ_HYANNIS,Christmas Tree Promenade / 655 Iyannough Rd Plaza,CTS FIDUCIARY LLC TR (c/o Turtle Rock LLC),"Hyannis, MA",2,Starbucks,1356,Restaurant,Café,Food,0-3k,FALSE,FALSE,FALSE,0,1,Café,"655 Iyannough Road Rt 132, Unit 4-A, Hyannis, MA 02601",,,site_plan_images/TJ_Hyannis.png
TJ_HYANNIS,Christmas Tree Promenade / 655 Iyannough Rd Plaza,CTS FIDUCIARY LLC TR (c/o Turtle Rock LLC),"Hyannis, MA",3,Cardi’s Furniture,1946,Home Furnishing,Furnishings,Hard Goods,0-3k,FALSE,FALSE,TRUE,1,0,Furnishings,"655 Iyannough Road Rt 132, Unit 4-A, Hyannis, MA 02601",,,site_plan_images/TJ_Hyannis.png
TJ_HYANNIS,Christmas Tree Promenade / 655 Iyannough Rd Plaza,CTS FIDUCIARY LLC TR (c/o Turtle Rock LLC),"Hyannis, MA",4,Best Buy,38688,Electronics,Electronics,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,,"655 Iyannough Road Rt 132, Unit 4-A, Hyannis, MA 02601",,,site_plan_images/TJ_Hyannis.png
TJ_HYANNIS,Christmas Tree Promenade / 655 Iyannough Rd Plaza,CTS FIDUCIARY LLC TR (c/o Turtle Rock LLC),"Hyannis, MA",5,Former JOANN,17645,Crafts,Crafts / Vacant,Hard Goods,10k+,FALSE,TRUE,TRUE,0,0,Crafts / Vacant,"655 Iyannough Road Rt 132, Unit 4-A, Hyannis, MA 02601",,,site_plan_images/TJ_Hyannis.png
TJ_MILFORD,Granite Heights Marketplace,Unknown,"Milford, MA",1,Trader Joe’s,21903,Grocery,Grocery,Food,10k+,TRUE,FALSE,TRUE,1,0,,"230 Fortune Blvd, Milford, MA 01757",,,site_plan_images/TJ_Milford.png
TJ_MILFORD,Granite Heights Marketplace,Unknown,"Milford, MA",2,Burlington,28000,Discount Retail,Discount Retail / Apparel,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Discount Retail / Apparel,"230 Fortune Blvd, Milford, MA 01757",,,site_plan_images/TJ_Milford.png
TJ_MILFORD,Granite Heights Marketplace,Unknown,"Milford, MA",3,Big Box Space Available,40838,Vacancy,Vacant / Big Box Retail,Vacancy,10k+,FALSE,TRUE,TRUE,1,0,Vacant / Big Box Retail,"230 Fortune Blvd, Milford, MA 01757",,,site_plan_images/TJ_Milford.png
TJ_MILFORD,Granite Heights Marketplace,Unknown,"Milford, MA",4,Restaurant Pad Available,6354,Restaurant,Vacant / Restaurant Pad,Food,3k-10k,FALSE,TRUE,FALSE,0,1,Vacant / Restaurant Pad,"230 Fortune Blvd, Milford, MA 01757",,,site_plan_images/TJ_Milford.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",1,Ashley Furniture HomeStore,20586,Home Furnishing,Furnishings,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Furnishings,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",2,World Market,18361,Home Furnishing,Home Goods / Specialty Retail,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Home Goods / Specialty Retail,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",3,TJ Maxx,54480,Discount Retail,Discount Retail / Apparel,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Discount Retail / Apparel,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",4,Bob's Discount Furniture,38163,Home Furnishing,Furnishings,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Furnishings,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",5,Burlington,45706,Discount Retail,Discount Retail / Apparel,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Discount Retail / Apparel,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",6,Trader Joe's,17886,Grocery,Grocery,Food,10k+,TRUE,FALSE,TRUE,1,0,,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",7,Studio Xfinity,6214,Telecom,Telecommunications,Service,3k-10k,FALSE,FALSE,FALSE,0,1,Telecommunications,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",8,Raymour & Flanigan Furniture,51834,Home Furnishing,Furnishings,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Furnishings,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",9,Staples,21800,Office Supply,Office & Tech,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Office & Tech,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",10,JPMorgan Chase Bank,2300,Financial,Financial Services,Service,0-3k,FALSE,FALSE,FALSE,0,1,Financial Services,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",11,Starbucks,2133,Restaurant,Café,Food,0-3k,FALSE,FALSE,FALSE,0,1,Café,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",12,Tulip Interfaces,30312,Office Supply,Office,Hard Goods,10k+,FALSE,FALSE,TRUE,0,0,Office,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_SOMERVILLE,Assembly Square,federalrealty,"Somerville, MA",13,DMG MORI USA,9523,Office Supply,Office / Industrial Services,Hard Goods,3k-10k,FALSE,FALSE,FALSE,0,1,Office / Industrial Services,"145 Middlesex Ave, Somerville, MA 02145 US",,,site_plan_images/TJ_Somerville.png
TJ_PEABODY,Peabody Place,Chase Properties,"Peabody, MA",1,TJ Maxx,25020,Discount Retail,Discount Retail / Apparel,Hard Goods,10k+,FALSE,FALSE,TRUE,1,0,Discount Retail / Apparel,"300 Andover St, Peabody, MA 01960",30-LeasingKit.pdf,pdfs/30-LeasingKit.pdf,site_plan_images/TJ_Peabody.png
TJ_PEABODY,Peabody Place,Chase Properties,"Peabody, MA",2,GameStop,2086,Electronics,Electronics / Video Games,Hard Goods,0-3k,FALSE,FALSE,FALSE,0,1,Electronics / Video Games,"300 Andover St, Peabody, MA 01960",30-LeasingKit.pdf,pdfs/30-LeasingKit.pdf,site_plan_images/TJ_Peabody.png
TJ_PEABODY,Peabody Place,Chase Properties,"Peabody, MA",3,Pinspits,1989,Entertainment Retail,Entertainment,Hard Goods,0-3k,FALSE,FALSE,FALSE,0,1,Entertainment,"300 Andover St, Peabody, MA 01960",30-LeasingKit.pdf,pdfs/30-LeasingKit.pdf,site_plan_images/TJ_Peabody.png
TJ_PEABODY,Peabody Place,Chase Properties,"Peabody, MA",4,Carter’s,4466,Apparel,Apparel,Soft Goods,3k-10k,FALSE,FALSE,FALSE,0,1,,"300 Andover St, Peabody, MA 01960",30-LeasingKit.pdf,pdfs/30-LeasingKit.pdf,site_plan_images/TJ_Peabody.png
